Macrotrends Data Download

Brent Crude Oil Prices - 10 Year Daily Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2022-08-30,99.3400
2022-08-31,96.5500
2022-09-01,92.2400
2022-09-02,93.0900
2022-09-05,94.2200
2022-09-06,91.4300
2022-09-07,86.8300
2022-09-08,87.9900
2022-09-09,91.6800
2022-09-12,93.4500
2022-09-13,92.0400
2022-09-14,92.8300
2022-09-15,89.2800
2022-09-16,89.4300
2022-09-20,89.6200
2022-09-21,89.8600
2022-09-22,90.4000
2022-09-23,84.2900
2022-09-26,82.5500
2022-09-27,85.9700
2022-09-28,89.5500
2022-09-29,89.4100
2022-09-30,88.9000
2022-10-03,90.6800
2022-10-04,93.7400
2022-10-05,94.3500
2022-10-06,95.6500
2022-10-07,98.8800
2022-10-10,97.1300
2022-10-11,95.1700
2022-10-12,93.4400
2022-10-13,95.1600
2022-10-14,92.2200
2022-10-17,91.0400
2022-10-18,89.4600
2022-10-19,91.3400
2022-10-20,91.5200
2022-10-21,91.8200
2022-10-24,91.5700
2022-10-25,91.7600
2022-10-26,92.9300
2022-10-27,94.1700
2022-10-28,94.6400
2022-10-31,93.3000
2022-11-01,95.1200
2022-11-02,96.0700
2022-11-03,95.2900
2022-11-04,99.5300
2022-11-07,99.8700
2022-11-08,96.8500
2022-11-09,93.0500
2022-11-10,94.2500
2022-11-11,96.3700
2022-11-14,93.5900
2022-11-15,94.3000
2022-11-16,92.6100
2022-11-17,91.0000
2022-11-18,88.9300
2022-11-21,88.4400
2022-11-22,88.6500
2022-11-23,85.9000
2022-11-24,85.5900
2022-11-25,83.4000
2022-11-28,83.5000
2022-11-29,83.2200
2022-11-30,85.6100
2022-12-01,86.2800
2022-12-02,86.5400
2022-12-05,83.3600
2022-12-06,79.9200
2022-12-07,77.1100
2022-12-08,76.0200
2022-12-09,76.3700
2022-12-12,78.0000
2022-12-13,80.1400
2022-12-14,83.3300
2022-12-15,82.3400
2022-12-16,80.2000
2022-12-19,81.6600
2022-12-20,79.4500
2022-12-21,80.2500
2022-12-22,79.5800
2022-12-23,82.4500
2022-12-28,81.7000
2022-12-29,80.9600
2022-12-30,82.8200
2023-01-03,80.3600
2023-01-04,75.3100
2023-01-05,76.7300
2023-01-06,76.4100
2023-01-09,77.5000
2023-01-10,78.4000
2023-01-11,81.1100
2023-01-12,82.5900
2023-01-13,83.4300
2023-01-16,82.6500
2023-01-17,84.3800
2023-01-18,83.7800
2023-01-19,85.0800
2023-01-20,86.9600
2023-01-23,87.5400
2023-01-24,85.2500
2023-01-25,85.0800
2023-01-26,86.2900
2023-01-27,85.3600
2023-01-30,84.9000
2023-01-31,83.4200
2023-02-01,81.6100
2023-02-02,80.5700
2023-02-03,78.8500
2023-02-06,80.4800
2023-02-07,82.9200
2023-02-08,84.1700
2023-02-09,83.4600
2023-02-10,85.4600
2023-02-13,85.9800
2023-02-14,84.9600
2023-02-15,84.1100
2023-02-16,83.8400
2023-02-17,81.9700
2023-02-20,82.7900
2023-02-21,82.1400
2023-02-22,79.5500
2023-02-23,82.0800
2023-02-24,82.3100
2023-02-27,81.2400
2023-02-28,83.2100
2023-03-01,83.6800
2023-03-02,84.1500
2023-03-03,85.7400
2023-03-06,85.8600
2023-03-07,83.0300
2023-03-08,82.1000
2023-03-09,81.0000
2023-03-10,82.3000
2023-03-13,79.6700
2023-03-14,76.7700
2023-03-15,74.3000
2023-03-16,73.1200
2023-03-17,71.0300
2023-03-20,72.4200
2023-03-21,74.7800
2023-03-22,76.0800
2023-03-23,74.3100
2023-03-24,73.6300
2023-03-27,76.8000
2023-03-28,78.0700
2023-03-29,77.5100
2023-03-30,78.4500
2023-03-31,79.1900
2023-04-03,85.8100
2023-04-04,85.7000
2023-04-05,85.8900
2023-04-06,86.5600
2023-04-11,87.3200
2023-04-12,88.3100
2023-04-13,86.5100
2023-04-14,87.3100
2023-04-17,85.6300
2023-04-18,85.4800
2023-04-19,85.3400
2023-04-20,83.2900
2023-04-21,83.3600
2023-04-24,84.2300
2023-04-25,82.1300
2023-04-26,79.1900
2023-04-27,80.1100
2023-04-28,81.3200
2023-05-02,76.7100
2023-05-03,72.9100
2023-05-04,73.0000
2023-05-05,75.8500
2023-05-09,77.7600
2023-05-10,76.7000
2023-05-11,75.3200
2023-05-12,74.5400
2023-05-15,75.4600
2023-05-16,75.1500
2023-05-17,76.9800
2023-05-18,75.7500
2023-05-19,75.4200
2023-05-22,75.7700
2023-05-23,76.6600
2023-05-24,77.9900
2023-05-25,75.6600
2023-05-26,76.3300
2023-05-30,73.3800
2023-05-31,71.9800
2023-06-01,74.1800
2023-06-02,76.0000
2023-06-05,76.6100
2023-06-06,76.2200
2023-06-07,76.8500
2023-06-08,75.8800
2023-06-09,74.7400
2023-06-12,71.8000
2023-06-13,74.2400
2023-06-14,73.3900
2023-06-15,75.7500
2023-06-16,76.7600
2023-06-19,76.0900
2023-06-20,75.7900
2023-06-21,76.9200
2023-06-22,73.9300
2023-06-23,73.5600
2023-06-26,73.8600
2023-06-27,71.8800
2023-06-28,73.6400
2023-06-29,73.8600
2023-06-30,74.5100
2023-07-03,74.5200
2023-07-04,76.2300
2023-07-05,76.7400
2023-07-06,76.7200
2023-07-07,78.7700
2023-07-10,77.8300
2023-07-11,79.5400
2023-07-12,80.3500
2023-07-13,81.3100
2023-07-14,79.9000
2023-07-17,77.8000
2023-07-18,79.5400
2023-07-19,79.3800
2023-07-20,79.6200
2023-07-21,81.0600
2023-07-24,82.5300
2023-07-25,83.4600
2023-07-26,82.9800
2023-07-27,84.2800
2023-07-28,84.4900
2023-07-31,85.2200
2023-08-01,85.3400
2023-08-02,84.0100
2023-08-03,86.1900
2023-08-04,87.3800
2023-08-07,86.4700
2023-08-08,88.0000
2023-08-09,89.3100
2023-08-10,87.4400
2023-08-11,87.9300
2023-08-14,87.4000
2023-08-15,86.2800
2023-08-16,84.4900
2023-08-17,85.2400
2023-08-18,85.9200
2023-08-21,85.4400
2023-08-22,84.7000
2023-08-23,83.9400
2023-08-24,84.0700
2023-08-25,85.4200
2023-08-29,86.3700
2023-08-30,86.6200
2023-08-31,87.2900
2023-09-01,89.9800
2023-09-04,90.4200
2023-09-05,91.2500
2023-09-06,91.7900
2023-09-07,91.1600
2023-09-08,91.8500
2023-09-11,91.9700
2023-09-12,93.5800
2023-09-13,93.0400
2023-09-14,95.2000
2023-09-15,95.5500
2023-09-18,95.9500
2023-09-19,96.1100
2023-09-20,94.5600
2023-09-21,93.7000
2023-09-22,93.9900
2023-09-25,94.0100
2023-09-26,94.4600
2023-09-27,97.1000
2023-09-28,96.6400
2023-09-29,95.8600
2023-10-02,91.2100
2023-10-03,94.4600
2023-10-04,89.8300
2023-10-05,88.2800
2023-10-06,87.8600
2023-10-09,91.3700
2023-10-10,90.7000
2023-10-11,87.5800
2023-10-12,88.4000
2023-10-13,94.3300
2023-10-16,90.9900
2023-10-17,92.5200
2023-10-18,91.9900
2023-10-19,93.1200
2023-10-20,93.7200
2023-10-23,91.8800
2023-10-24,88.0000
2023-10-25,90.1400
2023-10-26,88.4500
2023-10-27,90.7300
2023-10-30,90.7300
2023-10-31
2023-11-01
2023-11-02
2023-11-03
2023-11-04
2023-11-05
2023-11-06
2023-11-07
2023-11-08
2023-11-09
2023-11-10
2023-11-11
2023-11-12
2023-11-13
2023-11-14
2023-11-15
2023-11-16
2023-11-17
2023-11-18
2023-11-19
2023-11-20
